date,time,hour,time_of_day,payment_category,card,money,coffee_name,coffee_category,day_of_week,is_weekend
02-06-2024,20:24:02,20,Evening,Card,ANON-0000-0000-0040,32.82,Americano with Milk,Milk-based,Sunday,TRUE
02-06-2024,20:25:07,20,Evening,Card,ANON-0000-0000-0040,37.72,Cappuccino,Milk-based,Sunday,TRUE
02-06-2024,21:07:21,21,Night,Card,ANON-0000-0000-0097,32.82,Americano with Milk,Milk-based,Sunday,TRUE
02-06-2024,21:30:12,21,Night,Card,ANON-0000-0000-0253,37.72,Latte,Milk-based,Sunday,TRUE
02-06-2024,22:43:11,22,Night,Cash,Cash_Payment,34,Americano with Milk,Milk-based,Sunday,TRUE
03-06-2024,10:12:04,10,Morning,Card,ANON-0000-0000-0001,37.72,Latte,Milk-based,Monday,FALSE
03-06-2024,10:27:50,10,Morning,Card,ANON-0000-0000-0191,37.72,Latte,Milk-based,Monday,FALSE
03-06-2024,14:31:42,14,Afternoon,Card,ANON-0000-0000-0025,37.72,Cappuccino,Milk-based,Monday,FALSE
03-06-2024,14:33:01,14,Afternoon,Card,ANON-0000-0000-0024,32.82,Americano with Milk,Milk-based,Monday,FALSE
03-06-2024,14:34:07,14,Afternoon,Card,ANON-0000-0000-0009,37.72,Latte,Milk-based,Monday,FALSE
03-06-2024,21:42:52,21,Night,Cash,Cash_Payment,34,Americano with Milk,Milk-based,Monday,FALSE
03-06-2024,21:43:37,21,Night,Cash,Cash_Payment,34,Americano with Milk,Milk-based,Monday,FALSE
04-06-2024,09:23:43,9,Morning,Card,ANON-0000-0000-0141,27.92,Cortado,Milk-based,Tuesday,FALSE
04-06-2024,10:27:14,10,Morning,Card,ANON-0000-0000-0097,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
04-06-2024,12:02:10,12,Afternoon,Card,ANON-0000-0000-0254,37.72,Latte,Milk-based,Tuesday,FALSE
04-06-2024,12:05:29,12,Afternoon,Card,ANON-0000-0000-0254,37.72,Hot Chocolate,Chocolate-based,Tuesday,FALSE
04-06-2024,15:30:32,15,Afternoon,Card,ANON-0000-0000-0255,37.72,Latte,Milk-based,Tuesday,FALSE
04-06-2024,17:46:37,17,Evening,Card,ANON-0000-0000-0192,27.92,Cortado,Milk-based,Tuesday,FALSE
04-06-2024,17:47:29,17,Evening,Card,ANON-0000-0000-0192,37.72,Cappuccino,Milk-based,Tuesday,FALSE
04-06-2024,20:13:01,20,Evening,Card,ANON-0000-0000-0256,37.72,Hot Chocolate,Chocolate-based,Tuesday,FALSE
04-06-2024,20:50:34,20,Evening,Card,ANON-0000-0000-0257,37.72,Cappuccino,Milk-based,Tuesday,FALSE
04-06-2024,21:31:59,21,Night,Card,ANON-0000-0000-0258,27.92,Cortado,Milk-based,Tuesday,FALSE
04-06-2024,21:33:03,21,Night,Card,ANON-0000-0000-0259,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
04-06-2024,21:34:56,21,Night,Card,ANON-0000-0000-0260,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
04-06-2024,21:36:07,21,Night,Card,ANON-0000-0000-0260,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
04-06-2024,21:37:15,21,Night,Card,ANON-0000-0000-0260,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
05-06-2024,08:21:49,8,Morning,Card,ANON-0000-0000-0261,37.72,Cappuccino,Milk-based,Wednesday,FALSE
05-06-2024,08:23:07,8,Morning,Card,ANON-0000-0000-0261,37.72,Cappuccino,Milk-based,Wednesday,FALSE
05-06-2024,09:22:43,9,Morning,Card,ANON-0000-0000-0262,27.92,Americano,Espresso-based,Wednesday,FALSE
05-06-2024,10:28:51,10,Morning,Card,ANON-0000-0000-0001,37.72,Latte,Milk-based,Wednesday,FALSE
05-06-2024,10:40:53,10,Morning,Card,ANON-0000-0000-0097,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
05-06-2024,19:43:58,19,Evening,Card,ANON-0000-0000-0263,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
05-06-2024,19:59:54,19,Evening,Card,ANON-0000-0000-0264,37.72,Latte,Milk-based,Wednesday,FALSE
05-06-2024,20:10:48,20,Evening,Card,ANON-0000-0000-0220,37.72,Cocoa,Chocolate-based,Wednesday,FALSE
05-06-2024,20:12:02,20,Evening,Card,ANON-0000-0000-0220,27.92,Cortado,Milk-based,Wednesday,FALSE
06-06-2024,08:52:56,8,Morning,Card,ANON-0000-0000-0097,32.82,Americano with Milk,Milk-based,Thursday,FALSE
06-06-2024,08:54:08,8,Morning,Card,ANON-0000-0000-0097,32.82,Americano with Milk,Milk-based,Thursday,FALSE
06-06-2024,10:36:10,10,Morning,Card,ANON-0000-0000-0001,37.72,Latte,Milk-based,Thursday,FALSE
06-06-2024,12:17:41,12,Afternoon,Card,ANON-0000-0000-0265,27.92,Americano,Espresso-based,Thursday,FALSE
06-06-2024,15:11:14,15,Afternoon,Card,ANON-0000-0000-0224,32.82,Americano with Milk,Milk-based,Thursday,FALSE
06-06-2024,15:24:06,15,Afternoon,Card,ANON-0000-0000-0266,37.72,Cappuccino,Milk-based,Thursday,FALSE
06-06-2024,21:14:05,21,Night,Card,ANON-0000-0000-0267,37.72,Latte,Milk-based,Thursday,FALSE
06-06-2024,21:15:42,21,Night,Card,ANON-0000-0000-0267,37.72,Latte,Milk-based,Thursday,FALSE
06-06-2024,21:18:27,21,Night,Card,ANON-0000-0000-0206,37.72,Cappuccino,Milk-based,Thursday,FALSE
06-06-2024,21:19:30,21,Night,Card,ANON-0000-0000-0206,32.82,Americano with Milk,Milk-based,Thursday,FALSE
06-06-2024,21:21:04,21,Night,Card,ANON-0000-0000-0267,37.72,Latte,Milk-based,Thursday,FALSE
07-06-2024,08:18:04,8,Morning,Card,ANON-0000-0000-0268,37.72,Cappuccino,Milk-based,Friday,FALSE
07-06-2024,10:35:28,10,Morning,Card,ANON-0000-0000-0269,23.02,Espresso,Espresso-based,Friday,FALSE
07-06-2024,13:34:18,13,Afternoon,Card,ANON-0000-0000-0164,32.82,Americano with Milk,Milk-based,Friday,FALSE
07-06-2024,16:45:42,16,Afternoon,Card,ANON-0000-0000-0270,27.92,Cortado,Milk-based,Friday,FALSE
07-06-2024,16:47:15,16,Afternoon,Card,ANON-0000-0000-0270,27.92,Cortado,Milk-based,Friday,FALSE
08-06-2024,09:04:20,9,Morning,Card,ANON-0000-0000-0271,27.92,Cortado,Milk-based,Saturday,TRUE
08-06-2024,09:26:11,9,Morning,Card,ANON-0000-0000-0097,32.82,Americano with Milk,Milk-based,Saturday,TRUE
08-06-2024,20:24:54,20,Evening,Card,ANON-0000-0000-0134,37.72,Cappuccino,Milk-based,Saturday,TRUE
08-06-2024,20:25:56,20,Evening,Card,ANON-0000-0000-0134,37.72,Cappuccino,Milk-based,Saturday,TRUE
09-06-2024,08:15:53,8,Morning,Card,ANON-0000-0000-0097,37.72,Latte,Milk-based,Sunday,TRUE
09-06-2024,10:30:04,10,Morning,Card,ANON-0000-0000-0272,37.72,Latte,Milk-based,Sunday,TRUE
09-06-2024,10:52:06,10,Morning,Card,ANON-0000-0000-0273,37.72,Cappuccino,Milk-based,Sunday,TRUE
09-06-2024,11:04:41,11,Morning,Card,ANON-0000-0000-0141,27.92,Cortado,Milk-based,Sunday,TRUE
09-06-2024,11:07:08,11,Morning,Card,ANON-0000-0000-0274,23.02,Espresso,Espresso-based,Sunday,TRUE
09-06-2024,11:52:50,11,Morning,Card,ANON-0000-0000-0275,37.72,Cappuccino,Milk-based,Sunday,TRUE
09-06-2024,12:11:24,12,Afternoon,Card,ANON-0000-0000-0276,32.82,Americano with Milk,Milk-based,Sunday,TRUE
09-06-2024,12:13:08,12,Afternoon,Card,ANON-0000-0000-0276,37.72,Latte,Milk-based,Sunday,TRUE
09-06-2024,12:14:11,12,Afternoon,Card,ANON-0000-0000-0276,37.72,Latte,Milk-based,Sunday,TRUE
09-06-2024,15:10:31,15,Afternoon,Card,ANON-0000-0000-0277,27.92,Cortado,Milk-based,Sunday,TRUE
09-06-2024,16:17:28,16,Afternoon,Card,ANON-0000-0000-0278,37.72,Cappuccino,Milk-based,Sunday,TRUE
09-06-2024,19:21:19,19,Evening,Card,ANON-0000-0000-0279,32.82,Americano with Milk,Milk-based,Sunday,TRUE
09-06-2024,21:05:09,21,Night,Card,ANON-0000-0000-0280,27.92,Americano,Espresso-based,Sunday,TRUE
10-06-2024,12:47:50,12,Afternoon,Card,ANON-0000-0000-0281,37.72,Cappuccino,Milk-based,Monday,FALSE
10-06-2024,12:56:48,12,Afternoon,Card,ANON-0000-0000-0097,37.72,Latte,Milk-based,Monday,FALSE
10-06-2024,19:04:28,19,Evening,Card,ANON-0000-0000-0282,37.72,Hot Chocolate,Chocolate-based,Monday,FALSE
10-06-2024,19:05:23,19,Evening,Card,ANON-0000-0000-0282,37.72,Hot Chocolate,Chocolate-based,Monday,FALSE
10-06-2024,19:37:24,19,Evening,Card,ANON-0000-0000-0283,37.72,Latte,Milk-based,Monday,FALSE
10-06-2024,19:38:20,19,Evening,Card,ANON-0000-0000-0283,37.72,Latte,Milk-based,Monday,FALSE
11-06-2024,10:38:04,10,Morning,Card,ANON-0000-0000-0284,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
11-06-2024,18:48:25,18,Evening,Card,ANON-0000-0000-0285,37.72,Latte,Milk-based,Tuesday,FALSE
11-06-2024,18:49:36,18,Evening,Card,ANON-0000-0000-0285,37.72,Latte,Milk-based,Tuesday,FALSE
11-06-2024,21:17:03,21,Night,Card,ANON-0000-0000-0286,37.72,Hot Chocolate,Chocolate-based,Tuesday,FALSE
11-06-2024,21:27:42,21,Night,Card,ANON-0000-0000-0287,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
11-06-2024,21:28:50,21,Night,Card,ANON-0000-0000-0287,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
12-06-2024,10:18:19,10,Morning,Card,ANON-0000-0000-0288,37.72,Hot Chocolate,Chocolate-based,Wednesday,FALSE
12-06-2024,11:51:44,11,Morning,Card,ANON-0000-0000-0289,37.72,Cappuccino,Milk-based,Wednesday,FALSE
12-06-2024,17:41:17,17,Evening,Card,ANON-0000-0000-0283,37.72,Latte,Milk-based,Wednesday,FALSE
12-06-2024,17:47:28,17,Evening,Card,ANON-0000-0000-0290,37.72,Latte,Milk-based,Wednesday,FALSE
12-06-2024,20:16:34,20,Evening,Card,ANON-0000-0000-0256,37.72,Hot Chocolate,Chocolate-based,Wednesday,FALSE
12-06-2024,20:25:34,20,Evening,Card,ANON-0000-0000-0291,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
13-06-2024,08:54:24,8,Morning,Card,ANON-0000-0000-0292,27.92,Americano,Espresso-based,Thursday,FALSE
13-06-2024,08:57:26,8,Morning,Card,ANON-0000-0000-0097,37.72,Latte,Milk-based,Thursday,FALSE
13-06-2024,09:50:25,9,Morning,Card,ANON-0000-0000-0293,32.82,Americano with Milk,Milk-based,Thursday,FALSE
13-06-2024,09:57:12,9,Morning,Card,ANON-0000-0000-0141,27.92,Cortado,Milk-based,Thursday,FALSE
13-06-2024,17:04:59,17,Evening,Card,ANON-0000-0000-0294,32.82,Americano with Milk,Milk-based,Thursday,FALSE
13-06-2024,17:27:47,17,Evening,Card,ANON-0000-0000-0295,37.72,Hot Chocolate,Chocolate-based,Thursday,FALSE
13-06-2024,19:22:19,19,Evening,Card,ANON-0000-0000-0296,37.72,Latte,Milk-based,Thursday,FALSE
13-06-2024,20:20:52,20,Evening,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Thursday,FALSE
13-06-2024,20:43:46,20,Evening,Card,ANON-0000-0000-0012,23.02,Espresso,Espresso-based,Thursday,FALSE
13-06-2024,20:45:01,20,Evening,Card,ANON-0000-0000-0295,23.02,Espresso,Espresso-based,Thursday,FALSE
13-06-2024,20:48:18,20,Evening,Card,ANON-0000-0000-0009,32.82,Americano with Milk,Milk-based,Thursday,FALSE
13-06-2024,21:02:28,21,Night,Card,ANON-0000-0000-0009,32.82,Americano with Milk,Milk-based,Thursday,FALSE
14-06-2024,07:46:13,7,Morning,Card,ANON-0000-0000-0141,27.92,Cortado,Milk-based,Friday,FALSE
14-06-2024,10:30:32,10,Morning,Card,ANON-0000-0000-0297,27.92,Americano,Espresso-based,Friday,FALSE
14-06-2024,12:14:42,12,Afternoon,Card,ANON-0000-0000-0097,37.72,Latte,Milk-based,Friday,FALSE
14-06-2024,18:29:53,18,Evening,Card,ANON-0000-0000-0298,32.82,Americano with Milk,Milk-based,Friday,FALSE
15-06-2024,11:26:02,11,Morning,Card,ANON-0000-0000-0299,37.72,Cappuccino,Milk-based,Saturday,TRUE
15-06-2024,12:21:28,12,Afternoon,Card,ANON-0000-0000-0300,37.72,Latte,Milk-based,Saturday,TRUE
15-06-2024,12:22:47,12,Afternoon,Card,ANON-0000-0000-0300,32.82,Americano with Milk,Milk-based,Saturday,TRUE
15-06-2024,12:23:52,12,Afternoon,Card,ANON-0000-0000-0300,23.02,Espresso,Espresso-based,Saturday,TRUE
15-06-2024,12:24:35,12,Afternoon,Card,ANON-0000-0000-0300,37.72,Cocoa,Chocolate-based,Saturday,TRUE
15-06-2024,12:25:24,12,Afternoon,Card,ANON-0000-0000-0300,32.82,Americano with Milk,Milk-based,Saturday,TRUE
15-06-2024,16:03:30,16,Afternoon,Card,ANON-0000-0000-0301,32.82,Americano with Milk,Milk-based,Saturday,TRUE
15-06-2024,18:14:05,18,Evening,Card,ANON-0000-0000-0302,27.92,Americano,Espresso-based,Saturday,TRUE
16-06-2024,10:43:51,10,Morning,Card,ANON-0000-0000-0059,32.82,Americano with Milk,Milk-based,Sunday,TRUE
16-06-2024,10:58:41,10,Morning,Card,ANON-0000-0000-0303,37.72,Latte,Milk-based,Sunday,TRUE
16-06-2024,11:00:38,11,Morning,Card,ANON-0000-0000-0303,37.72,Hot Chocolate,Chocolate-based,Sunday,TRUE
16-06-2024,11:01:41,11,Morning,Card,ANON-0000-0000-0303,37.72,Hot Chocolate,Chocolate-based,Sunday,TRUE
16-06-2024,12:49:28,12,Afternoon,Card,ANON-0000-0000-0276,32.82,Americano with Milk,Milk-based,Sunday,TRUE
16-06-2024,14:00:39,14,Afternoon,Card,ANON-0000-0000-0274,23.02,Espresso,Espresso-based,Sunday,TRUE
16-06-2024,15:02:36,15,Afternoon,Card,ANON-0000-0000-0304,32.82,Americano with Milk,Milk-based,Sunday,TRUE
16-06-2024,15:05:10,15,Afternoon,Card,ANON-0000-0000-0304,32.82,Americano with Milk,Milk-based,Sunday,TRUE
16-06-2024,15:44:00,15,Afternoon,Card,ANON-0000-0000-0305,37.72,Hot Chocolate,Chocolate-based,Sunday,TRUE
16-06-2024,16:47:37,16,Afternoon,Card,ANON-0000-0000-0306,37.72,Hot Chocolate,Chocolate-based,Sunday,TRUE
16-06-2024,17:45:17,17,Evening,Card,ANON-0000-0000-0059,32.82,Americano with Milk,Milk-based,Sunday,TRUE
16-06-2024,17:46:17,17,Evening,Card,ANON-0000-0000-0059,32.82,Americano with Milk,Milk-based,Sunday,TRUE
17-06-2024,08:57:24,8,Morning,Card,ANON-0000-0000-0307,27.92,Americano,Espresso-based,Monday,FALSE
17-06-2024,10:12:05,10,Morning,Card,ANON-0000-0000-0308,27.92,Cortado,Milk-based,Monday,FALSE
17-06-2024,10:13:38,10,Morning,Card,ANON-0000-0000-0308,27.92,Cortado,Milk-based,Monday,FALSE
17-06-2024,10:55:52,10,Morning,Card,ANON-0000-0000-0042,37.72,Cappuccino,Milk-based,Monday,FALSE
17-06-2024,14:51:35,14,Afternoon,Card,ANON-0000-0000-0164,37.72,Cappuccino,Milk-based,Monday,FALSE
17-06-2024,16:50:13,16,Afternoon,Card,ANON-0000-0000-0012,37.72,Cappuccino,Milk-based,Monday,FALSE
17-06-2024,16:51:11,16,Afternoon,Card,ANON-0000-0000-0012,37.72,Cappuccino,Milk-based,Monday,FALSE
17-06-2024,16:52:36,16,Afternoon,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Monday,FALSE
17-06-2024,18:51:20,18,Evening,Card,ANON-0000-0000-0309,27.92,Americano,Espresso-based,Monday,FALSE
17-06-2024,21:16:11,21,Night,Card,ANON-0000-0000-0009,32.82,Americano with Milk,Milk-based,Monday,FALSE
18-06-2024,14:04:06,14,Afternoon,Card,ANON-0000-0000-0299,27.92,Americano,Espresso-based,Tuesday,FALSE
18-06-2024,14:05:12,14,Afternoon,Card,ANON-0000-0000-0299,37.72,Cappuccino,Milk-based,Tuesday,FALSE
18-06-2024,19:20:41,19,Evening,Card,ANON-0000-0000-0154,37.72,Cappuccino,Milk-based,Tuesday,FALSE
18-06-2024,19:21:39,19,Evening,Card,ANON-0000-0000-0154,37.72,Cappuccino,Milk-based,Tuesday,FALSE
18-06-2024,20:35:49,20,Evening,Card,ANON-0000-0000-0310,27.92,Cortado,Milk-based,Tuesday,FALSE
18-06-2024,21:20:50,21,Night,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
18-06-2024,21:22:19,21,Night,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
19-06-2024,07:47:20,7,Morning,Card,ANON-0000-0000-0311,37.72,Latte,Milk-based,Wednesday,FALSE
19-06-2024,08:17:55,8,Morning,Card,ANON-0000-0000-0141,27.92,Cortado,Milk-based,Wednesday,FALSE
19-06-2024,10:54:00,10,Morning,Card,ANON-0000-0000-0312,27.92,Americano,Espresso-based,Wednesday,FALSE
19-06-2024,11:11:28,11,Morning,Card,ANON-0000-0000-0313,37.72,Latte,Milk-based,Wednesday,FALSE
19-06-2024,11:12:31,11,Morning,Card,ANON-0000-0000-0313,37.72,Cocoa,Chocolate-based,Wednesday,FALSE
19-06-2024,14:21:36,14,Afternoon,Card,ANON-0000-0000-0164,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
19-06-2024,18:28:43,18,Evening,Card,ANON-0000-0000-0153,37.72,Cappuccino,Milk-based,Wednesday,FALSE
19-06-2024,18:29:59,18,Evening,Card,ANON-0000-0000-0153,37.72,Latte,Milk-based,Wednesday,FALSE
19-06-2024,19:31:31,19,Evening,Card,ANON-0000-0000-0009,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
19-06-2024,21:28:59,21,Night,Card,ANON-0000-0000-0192,37.72,Cappuccino,Milk-based,Wednesday,FALSE
19-06-2024,21:30:03,21,Night,Card,ANON-0000-0000-0192,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
20-06-2024,10:50:06,10,Morning,Card,ANON-0000-0000-0097,37.72,Latte,Milk-based,Thursday,FALSE
20-06-2024,18:59:02,18,Evening,Card,ANON-0000-0000-0314,37.72,Latte,Milk-based,Thursday,FALSE
20-06-2024,19:00:00,19,Evening,Card,ANON-0000-0000-0314,37.72,Latte,Milk-based,Thursday,FALSE
20-06-2024,21:39:10,21,Night,Card,ANON-0000-0000-0257,37.72,Latte,Milk-based,Thursday,FALSE
20-06-2024,21:57:41,21,Night,Card,ANON-0000-0000-0009,37.72,Latte,Milk-based,Thursday,FALSE
20-06-2024,21:59:18,21,Night,Card,ANON-0000-0000-0009,32.82,Americano with Milk,Milk-based,Thursday,FALSE
21-06-2024,09:59:56,9,Morning,Card,ANON-0000-0000-0311,37.72,Latte,Milk-based,Friday,FALSE
21-06-2024,10:01:40,10,Morning,Card,ANON-0000-0000-0315,27.92,Americano,Espresso-based,Friday,FALSE
21-06-2024,13:19:19,13,Afternoon,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Friday,FALSE
21-06-2024,13:20:32,13,Afternoon,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Friday,FALSE
21-06-2024,18:12:16,18,Evening,Card,ANON-0000-0000-0316,23.02,Espresso,Espresso-based,Friday,FALSE
21-06-2024,19:30:27,19,Evening,Card,ANON-0000-0000-0009,37.72,Latte,Milk-based,Friday,FALSE
21-06-2024,19:47:06,19,Evening,Card,ANON-0000-0000-0154,37.72,Cappuccino,Milk-based,Friday,FALSE
21-06-2024,19:48:07,19,Evening,Card,ANON-0000-0000-0154,37.72,Cappuccino,Milk-based,Friday,FALSE
21-06-2024,19:49:55,19,Evening,Card,ANON-0000-0000-0180,37.72,Cappuccino,Milk-based,Friday,FALSE
21-06-2024,19:51:00,19,Evening,Card,ANON-0000-0000-0180,37.72,Cappuccino,Milk-based,Friday,FALSE
21-06-2024,19:52:19,19,Evening,Card,ANON-0000-0000-0180,27.92,Americano,Espresso-based,Friday,FALSE
21-06-2024,19:55:37,19,Evening,Card,ANON-0000-0000-0311,32.82,Americano with Milk,Milk-based,Friday,FALSE
22-06-2024,08:39:50,8,Morning,Card,ANON-0000-0000-0141,27.92,Cortado,Milk-based,Saturday,TRUE
22-06-2024,09:37:49,9,Morning,Card,ANON-0000-0000-0311,32.82,Americano with Milk,Milk-based,Saturday,TRUE
22-06-2024,12:53:16,12,Afternoon,Card,ANON-0000-0000-0317,32.82,Americano with Milk,Milk-based,Saturday,TRUE
22-06-2024,15:37:20,15,Afternoon,Card,ANON-0000-0000-0009,37.72,Latte,Milk-based,Saturday,TRUE
22-06-2024,22:10:23,22,Night,Card,ANON-0000-0000-0318,37.72,Cappuccino,Milk-based,Saturday,TRUE
23-06-2024,18:12:01,18,Evening,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Sunday,TRUE
23-06-2024,18:13:51,18,Evening,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Sunday,TRUE
23-06-2024,21:06:47,21,Night,Card,ANON-0000-0000-0319,37.72,Cappuccino,Milk-based,Sunday,TRUE
23-06-2024,21:29:08,21,Night,Card,ANON-0000-0000-0320,37.72,Latte,Milk-based,Sunday,TRUE
23-06-2024,21:30:36,21,Night,Card,ANON-0000-0000-0320,37.72,Cappuccino,Milk-based,Sunday,TRUE
24-06-2024,11:44:40,11,Morning,Card,ANON-0000-0000-0164,32.82,Americano with Milk,Milk-based,Monday,FALSE
24-06-2024,11:49:36,11,Morning,Card,ANON-0000-0000-0180,37.72,Cappuccino,Milk-based,Monday,FALSE
24-06-2024,11:50:44,11,Morning,Card,ANON-0000-0000-0180,37.72,Cappuccino,Milk-based,Monday,FALSE
24-06-2024,15:02:29,15,Afternoon,Card,ANON-0000-0000-0321,37.72,Latte,Milk-based,Monday,FALSE
24-06-2024,16:46:01,16,Afternoon,Card,ANON-0000-0000-0203,37.72,Cappuccino,Milk-based,Monday,FALSE
24-06-2024,16:47:00,16,Afternoon,Card,ANON-0000-0000-0203,37.72,Cappuccino,Milk-based,Monday,FALSE
25-06-2024,08:19:24,8,Morning,Card,ANON-0000-0000-0322,37.72,Latte,Milk-based,Tuesday,FALSE
25-06-2024,10:28:26,10,Morning,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
25-06-2024,10:29:42,10,Morning,Card,ANON-0000-0000-0040,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
25-06-2024,11:34:52,11,Morning,Card,ANON-0000-0000-0203,37.72,Cappuccino,Milk-based,Tuesday,FALSE
26-06-2024,09:33:02,9,Morning,Card,ANON-0000-0000-0323,37.72,Latte,Milk-based,Wednesday,FALSE
26-06-2024,16:32:29,16,Afternoon,Card,ANON-0000-0000-0324,23.02,Espresso,Espresso-based,Wednesday,FALSE
26-06-2024,16:34:02,16,Afternoon,Card,ANON-0000-0000-0325,27.92,Americano,Espresso-based,Wednesday,FALSE
26-06-2024,21:21:53,21,Night,Card,ANON-0000-0000-0009,37.72,Latte,Milk-based,Wednesday,FALSE
26-06-2024,21:27:01,21,Night,Card,ANON-0000-0000-0009,37.72,Cappuccino,Milk-based,Wednesday,FALSE
26-06-2024,21:28:15,21,Night,Card,ANON-0000-0000-0206,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
27-06-2024,09:15:43,9,Morning,Card,ANON-0000-0000-0326,32.82,Americano with Milk,Milk-based,Thursday,FALSE
27-06-2024,16:11:48,16,Afternoon,Card,ANON-0000-0000-0327,27.92,Cortado,Milk-based,Thursday,FALSE
27-06-2024,21:44:03,21,Night,Card,ANON-0000-0000-0328,32.82,Americano with Milk,Milk-based,Thursday,FALSE
27-06-2024,21:50:32,21,Night,Card,ANON-0000-0000-0329,37.72,Cappuccino,Milk-based,Thursday,FALSE
28-06-2024,08:08:35,8,Morning,Card,ANON-0000-0000-0141,27.92,Cortado,Milk-based,Friday,FALSE
28-06-2024,17:51:54,17,Evening,Card,ANON-0000-0000-0274,23.02,Espresso,Espresso-based,Friday,FALSE
28-06-2024,21:50:55,21,Night,Card,ANON-0000-0000-0330,32.82,Americano with Milk,Milk-based,Friday,FALSE
28-06-2024,21:52:02,21,Night,Card,ANON-0000-0000-0331,37.72,Latte,Milk-based,Friday,FALSE
28-06-2024,22:28:20,22,Night,Card,ANON-0000-0000-0332,37.72,Cappuccino,Milk-based,Friday,FALSE
29-06-2024,09:47:10,9,Morning,Card,ANON-0000-0000-0097,32.82,Americano with Milk,Milk-based,Saturday,TRUE
29-06-2024,11:40:20,11,Morning,Card,ANON-0000-0000-0333,32.82,Americano with Milk,Milk-based,Saturday,TRUE
29-06-2024,11:41:27,11,Morning,Card,ANON-0000-0000-0333,32.82,Americano with Milk,Milk-based,Saturday,TRUE
29-06-2024,12:30:24,12,Afternoon,Card,ANON-0000-0000-0334,37.72,Cappuccino,Milk-based,Saturday,TRUE
29-06-2024,12:31:43,12,Afternoon,Card,ANON-0000-0000-0334,37.72,Cappuccino,Milk-based,Saturday,TRUE
29-06-2024,17:23:44,17,Evening,Card,ANON-0000-0000-0335,37.72,Cappuccino,Milk-based,Saturday,TRUE
29-06-2024,17:24:52,17,Evening,Card,ANON-0000-0000-0335,37.72,Hot Chocolate,Chocolate-based,Saturday,TRUE
29-06-2024,21:27:22,21,Night,Card,ANON-0000-0000-0009,37.72,Latte,Milk-based,Saturday,TRUE
30-06-2024,10:28:10,10,Morning,Card,ANON-0000-0000-0336,37.72,Latte,Milk-based,Sunday,TRUE
30-06-2024,13:05:51,13,Afternoon,Card,ANON-0000-0000-0337,23.02,Espresso,Espresso-based,Sunday,TRUE
30-06-2024,16:54:42,16,Afternoon,Card,ANON-0000-0000-0009,37.72,Hot Chocolate,Chocolate-based,Sunday,TRUE
30-06-2024,21:04:10,21,Night,Card,ANON-0000-0000-0097,32.82,Americano with Milk,Milk-based,Sunday,TRUE
01-07-2024,18:07:27,18,Evening,Card,ANON-0000-0000-0012,23.02,Espresso,Espresso-based,Monday,FALSE
01-07-2024,18:56:52,18,Evening,Card,ANON-0000-0000-0338,37.72,Cappuccino,Milk-based,Monday,FALSE
01-07-2024,18:57:54,18,Evening,Card,ANON-0000-0000-0339,37.72,Cappuccino,Milk-based,Monday,FALSE
02-07-2024,10:42:54,10,Morning,Card,ANON-0000-0000-0304,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
02-07-2024,10:45:01,10,Morning,Card,ANON-0000-0000-0304,27.92,Americano,Espresso-based,Tuesday,FALSE
02-07-2024,12:48:05,12,Afternoon,Card,ANON-0000-0000-0019,37.72,Latte,Milk-based,Tuesday,FALSE
02-07-2024,14:03:13,14,Afternoon,Card,ANON-0000-0000-0340,27.92,Americano,Espresso-based,Tuesday,FALSE
02-07-2024,16:31:24,16,Afternoon,Card,ANON-0000-0000-0341,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
02-07-2024,22:02:24,22,Night,Card,ANON-0000-0000-0329,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
03-07-2024,13:51:15,13,Afternoon,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
